Id;Name;Nation;Second Nation;International Apps;International Goals;International Assists;Estimated Value;Club Playing;Division Playing;Club Contracted;Division Contracted;Positions Short;Stanley Cups Won;Birth Town;Date Of Birth;Age;Player Roles;Handedness;Junior Preference;Defensive Role;Offensive Role;Morale;Favourite Number;Squad Number;Int. Squad Number;Determination;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
84;Michael Grabner;Austria;---;9;3;3;20927;EC Klagenfurter AC;Erste Bank Eishockey Liga;EC Klagenfurter AC;Erste Bank Eishockey Liga;LW, RW;1;Villach;10/5/1987;36;(W) Defensive (Finesse);Left Handed;Major Junior;14;12;9;40;40;40;12;5;12;7;13;10;12;9;14;14;11;8;8;12;7;4;15;8;13;7;7;11;15;16;12;11;13;1;1;1;1;1;
85;Steven Ward;United States;---;0;0;0;0;---;---;---;---;RD;0;Hopkins;6/4/2003;20;(D) Standard;Right Handed;None;11;14;18;29;29;29;13;10;11;8;7;10;8;9;14;7;10;10;6;8;13;9;5;7;4;1;6;6;6;7;4;4;4;1;1;1;1;1;
86;Chase Gardiman;Canada;---;0;0;0;45000;Ottawa 67s;OHL;Ottawa 67s;OHL;G;0;Thunder Bay;7/13/2003;20;(G) Butterfly style;Left Handed;None;20;1;13;31;31;32;16;3;8;12;2;10;11;1;17;5;14;12;1;10;12;5;1;1;1;1;1;9;13;14;1;9;1;13;14;7;9;10;
88;Julian Grosslercher;Austria;---;0;0;0;12687;EHC Alge Elastic Lustenau;Alps League;EHC Alge Elastic Lustenau;Alps League;C;0;---;3/5/1993;30;(C) Finesse;Right Handed;None;13;11;20;0;0;0;13;1;3;4;10;8;8;9;5;6;5;4;3;6;6;4;6;4;10;10;11;10;5;8;3;10;8;1;1;1;1;1;
89;Gage Adams;United States;---;0;0;0;0;---;---;---;---;RD;0;Irving;2/26/2003;20;(D) Defensive (Physical);Right Handed;None;15;9;15;4;4;4;11;18;3;3;10;11;2;4;1;7;5;13;9;7;15;16;6;1;1;1;1;3;7;6;2;3;1;1;1;1;1;1;
90;Jordie MacPherson;Canada;---;0;0;0;17835;Kelowna Rockets;WHL;Kelowna Rockets;WHL;C;0;Winnipeg;12/15/2004;19;(C) Power Forward;Left Handed;None;8;18;20;31;31;31;4;4;10;12;4;11;8;7;5;7;9;13;6;8;13;12;2;9;2;7;5;3;1;2;7;2;8;1;1;1;1;1;
91;Marius Göhringer;Austria;---;12;2;4;12687;EHC Alge Elastic Lustenau;Alps League;EHC Alge Elastic Lustenau;Alps League;RW;0;Villach;10/24/1992;31;(W) Defensive;Left Handed;Europe;9;15;19;0;0;12;12;10;5;7;8;6;7;9;11;10;5;6;5;9;8;7;3;5;4;3;7;6;5;8;5;7;7;1;1;1;1;1;
92;Jozef Radzienciak;Poland;---;0;0;0;2208;Ciarko PBS Bank U20;Polish Junior;Ciarko PBS Bank U20;Polish Junior;LW, C;0;Poznan;10/2/2007;16;(C) Playmaker;Left Handed;None;10;14;20;12;12;12;8;8;13;11;5;13;9;14;11;12;8;3;1;10;5;6;1;6;8;10;5;6;3;1;3;4;2;1;1;1;1;1;
93;Denny Champagne;Canada;---;0;0;0;17835;Kelowna Rockets;WHL;Kelowna Rockets;WHL;LD, RD;0;Vegreville;1/6/2006;18;(D) Defensive (Physical);Left Handed;None;15;10;16;5;5;5;6;1;3;9;9;6;20;5;14;9;8;14;10;8;14;14;7;2;5;2;2;1;9;7;5;1;3;1;1;1;1;1;
95;Stefan Ciboch;Czech Republic;---;0;0;0;10734;SK Horácká Slavia Trebíc;WSM Liga;SK Horácká Slavia Trebíc;WSM Liga;LW;0;Jihlava;2/8/2004;20;(W) Power Forward;Left Handed;None;5;15;20;42;42;42;13;8;11;12;7;12;10;7;7;8;4;8;5;7;14;15;2;10;2;1;7;4;3;4;6;1;8;1;1;1;1;1;
96;Nikolaus Hartl;Austria;---;10;2;1;19805;EC Villacher SV;Erste Bank Eishockey Liga;EC Villacher SV;Erste Bank Eishockey Liga;RW;0;Zell am See;12/18/1991;32;(W) Defensive;Right Handed;Europe;10;15;20;91;91;10;8;6;9;9;9;11;9;9;13;9;10;3;3;6;8;6;9;7;6;3;6;8;9;13;4;5;4;1;1;1;1;1;
97;Maximilian Haselbacker;Austria;---;0;0;0;20927;EC Klagenfurter AC;Erste Bank Eishockey Liga;EC Klagenfurter AC;Erste Bank Eishockey Liga;G;0;Vienna;3/15/1999;24;(G) Hybrid style;Left Handed;Major Junior;20;1;18;0;0;33;5;11;3;8;10;11;7;1;12;7;11;13;1;6;7;4;1;1;1;1;1;1;5;11;1;1;1;6;7;5;2;7;
98;Chris Gaudet;United States;---;0;0;0;408;Bethel Royals;MIAC;Bethel Royals;MIAC;LD, RD;0;Faribault;7/25/2003;20;(D) Defensive;Right Handed;None;11;11;1;33;33;33;16;11;1;2;6;2;3;2;3;7;4;14;5;6;13;9;7;3;3;1;6;5;7;8;4;3;2;1;1;1;1;1;
99;Lawton Gauthier;Canada;---;0;0;0;1489;Ohio University;ACHA;Ohio University;ACHA;C;0;Lloydminster;3/31/2003;20;(C) Power Forward;Left Handed;None;10;15;20;22;22;22;11;9;13;9;1;9;6;8;12;10;5;7;6;8;13;12;4;10;7;11;6;6;5;4;5;3;9;1;1;1;1;1;
100;Lukas Haudum;Austria;---;55;15;23;12687;EC Die Adler Kitzbühel;Alps League;EC Die Adler Kitzbühel;Alps League;LW, RW;0;---;5/21/1997;26;(W) All around;Left Handed;Europe;10;16;10;0;0;9;15;1;11;5;10;12;8;10;12;8;11;6;3;10;9;7;10;11;10;7;15;9;8;13;11;7;13;1;1;1;1;1;
101;Dominique Heinrich;Austria;---;58;5;15;12812;GCK Lions;National League B;GCK Lions;National League B;LD, RD;0;Vienna;7/31/1990;33;(D) Offensive (Finesse);Left Handed;Europe;12;15;20;91;91;91;13;6;10;7;8;10;11;12;11;12;11;8;5;11;11;5;9;7;10;1;10;11;9;11;9;11;9;1;1;1;1;1;
103;Marco Hirschberger;Austria;---;0;0;0;12687;EHC Alge Elastic Lustenau;Alps League;EHC Alge Elastic Lustenau;Alps League;C;0;Weiz;3/26/1996;27;(C) Defensive;Left Handed;Europe;20;2;19;0;0;0;12;9;3;1;9;11;5;3;6;8;8;7;4;8;9;11;9;4;5;12;5;7;8;12;1;1;4;1;1;1;1;1;
106;Nicholas Hollendonner;Austria;United States;10;1;1;12687;EC Die Adler Kitzbühel;Alps League;EC Die Adler Kitzbühel;Alps League;LW;0;Stamford;11/8/1993;30;(W) Power Forward;Right Handed;None;13;13;16;0;0;11;11;5;8;8;8;8;4;6;5;5;7;6;6;6;7;12;4;6;6;4;6;7;3;8;6;6;6;1;1;1;1;1;
108;Mario Huber;Austria;---;65;12;42;18475;Dornbirner EC Bulldogs;Erste Bank Eishockey Liga;Dornbirner EC Bulldogs;Erste Bank Eishockey Liga;C, RW;0;Innsbruck;8/8/1996;27;(C) Playmaker (Physical);Right Handed;Major Junior;8;18;19;0;96;14;8;14;15;10;6;13;8;15;9;11;8;6;5;9;9;16;5;10;6;11;11;7;7;8;7;6;9;1;1;1;1;1;
109;Thomas Hundertpfund;Austria;---;75;13;21;18475;Dornbirner EC Bulldogs;Erste Bank Eishockey Liga;Dornbirner EC Bulldogs;Erste Bank Eishockey Liga;LW, C;0;Klagenfurt;12/14/1989;34;(W) Power Forward;Left Handed;Europe;12;14;18;27;27;27;12;8;8;9;8;6;4;10;8;7;4;3;6;6;7;6;5;9;7;6;5;7;3;8;6;5;8;1;1;1;1;1;
111;Kasey Fenton;United States;---;0;0;0;1839;Ohio State Buckeyes;Big Ten;Ohio State Buckeyes;Big Ten;LD;0;Columbus;5/21/2004;19;(D) Defensive;Left Handed;None;18;6;20;7;7;7;6;17;4;11;1;10;13;2;17;7;6;6;9;7;8;7;10;3;3;1;3;3;10;9;1;2;4;1;1;1;1;1;
112;Darryl Brodzinski;United States;---;0;0;0;0;---;---;---;---;G;0;Newburyport;10/31/2002;21;(G) Stand-up style;Left Handed;None;20;1;9;32;32;32;6;19;3;12;8;11;9;1;9;3;8;6;1;1;14;1;1;1;1;1;1;2;3;9;1;8;1;5;5;4;5;7;
113;David Kickert;Austria;---;12;0;0;22412;EC Red Bull Salzburg;Erste Bank Eishockey Liga;EC Red Bull Salzburg;Erste Bank Eishockey Liga;G;0;Korneuburg;3/16/1994;29;(G) Hybrid style;Left Handed;None;20;1;20;0;0;33;10;8;9;11;5;9;11;1;12;7;12;13;1;7;10;9;1;1;1;1;1;5;6;13;1;7;1;12;10;8;7;14;
114;Miihkali Valtonen;Finland;---;0;0;0;16610;Sault Ste. Marie Greyhounds;OHL;Sault Ste. Marie Greyhounds;OHL;LD, RD;0;Espoo;3/12/2004;19;(D) Offensive (Physical);Left Handed;None;13;15;15;55;55;55;16;12;13;14;8;12;17;14;19;8;6;9;14;8;14;12;14;8;9;1;16;14;6;10;17;11;13;1;1;1;1;1;
115;Torry Kullman;United States;---;0;0;0;0;---;---;---;---;LD, RD;0;Wichita Falls;8/3/2002;21;(D) Defensive (Physical);Left Handed;None;13;9;17;2;2;2;10;15;5;18;1;11;11;5;13;7;8;14;9;7;15;20;10;3;3;1;3;2;7;10;2;3;2;1;1;1;1;1;
116;Chris Steingraber;United States;---;0;0;0;15272;Everett Silvertips;WHL;Everett Silvertips;WHL;LW, RW;0;Fairbanks;2/8/2006;18;(W) All around;Left Handed;None;14;8;20;11;11;11;12;4;3;18;8;12;19;3;19;11;6;8;4;15;13;7;9;1;1;1;2;7;5;7;2;3;4;1;1;1;1;1;
119;Rio Côté;Canada;---;0;0;0;72342;San Jose Barracuda;AHL;San Jose Sharks;NHL;RD;0;Memramcook;2/14/2003;21;(D) Pointman (Physical);Right Handed;None;15;12;6;2;2;2;11;16;7;17;18;13;12;5;14;8;7;14;18;11;13;9;18;7;9;2;11;15;11;18;12;13;7;1;1;1;1;1;
121;Daine Piché;Canada;---;0;0;0;2029;Yale Bulldogs;ECAC;Yale Bulldogs;ECAC;C, RW;0;Oakville;10/11/2003;20;(C) Playmaker;Right Handed;None;9;15;14;22;22;22;11;4;10;10;14;12;9;11;5;18;5;7;1;15;11;8;1;6;7;7;10;8;4;5;4;6;4;1;1;1;1;1;
122;Raffaele Walter;Switzerland;---;0;0;0;32506;EV Zug;National League A;EV Zug;National League A;LW, C;0;Laufen;12/8/2003;20;(C) Grinder;Left Handed;None;15;13;20;61;61;61;16;3;4;16;7;5;14;4;12;9;8;10;12;11;11;12;10;8;4;10;4;7;9;10;6;9;5;1;1;1;1;1;
123;Brian Lebler;Austria;Canada;46;8;6;13562;EHC Bregenzerwald;Alps League;EHC Bregenzerwald;Alps League;LW, RW;0;Klagenfurt;7/16/1988;35;(W) Power Forward;Left Handed;None;11;16;20;7;7;7;14;14;11;12;11;10;9;9;11;5;4;3;11;5;6;8;10;9;6;4;7;5;8;11;8;6;10;1;1;1;1;1;
124;Valentin Leiler;Austria;---;35;8;5;20927;EC Klagenfurter AC;Erste Bank Eishockey Liga;EC Klagenfurter AC;Erste Bank Eishockey Liga;LW, C;0;Villach;1/18/1995;29;(W) All around;Left Handed;Europe;11;14;19;0;0;15;14;1;7;5;5;8;4;7;5;8;11;6;3;11;10;9;6;8;7;4;8;7;7;10;8;4;10;1;1;1;1;1;
125;Corson Stastny;United States;---;0;0;0;408;St. Olaf Oles;MIAC;St. Olaf Oles;MIAC;RD;0;Duluth;11/9/2003;20;(D) Defensive (Physical);Right Handed;None;13;11;1;8;8;8;7;15;3;19;10;11;16;3;16;7;3;12;6;7;13;13;8;1;1;1;1;1;3;5;1;1;1;1;1;1;1;1;
126;Dwight Hall;United States;---;0;0;0;0;---;---;---;---;C, RW;0;Reading;10/18/2002;21;(W) Sniper;Right Handed;None;6;16;1;51;51;51;6;7;3;2;16;4;3;5;2;5;6;5;1;11;10;4;1;8;8;1;7;3;1;1;8;6;8;1;1;1;1;1;
127;Gilbert Noivo;Canada;---;0;0;0;17600;Gatineau Olympiques;QMJHL;Gatineau Olympiques;QMJHL;C, RW;0;Gatineau;11/23/2003;20;(C) Power Forward;Right Handed;None;6;19;10;53;53;53;19;9;8;14;8;8;14;7;11;9;10;15;9;7;14;13;2;11;3;9;7;3;2;2;6;3;6;1;1;1;1;1;
128;Daniel Mitterdorfer;Austria;---;45;0;2;13562;EHC Bregenzerwald;Alps League;EHC Bregenzerwald;Alps League;LD, RD;0;Rum;7/25/1989;34;(D) Defensive;Left Handed;Europe;15;9;20;4;4;4;13;8;7;7;5;7;7;3;8;7;7;6;8;8;4;5;9;1;2;1;4;7;8;10;3;6;3;1;1;1;1;1;
129;Florian Mühlstein;Austria;---;58;1;2;19805;EC Villacher SV;Erste Bank Eishockey Liga;EC Villacher SV;Erste Bank Eishockey Liga;LD, RD;0;Villach;11/12/1990;33;(D) Defensive;Left Handed;Europe;16;8;20;77;77;77;14;8;5;6;5;9;13;4;13;5;5;11;10;5;12;8;13;4;3;3;4;3;11;14;4;3;4;1;1;1;1;1;
130;Mario McNeill;Canada;---;0;0;0;1500;North End Flames;HNO;North End Flames;HNO;RD, RW;0;Thunder Bay;8/6/2008;15;(W) Enforcer;Right Handed;None;14;7;18;32;32;32;15;12;4;14;10;12;10;4;7;8;10;11;8;6;7;7;7;6;5;4;3;5;7;6;3;2;4;1;1;1;1;1;
131;Dino Berchtold;Switzerland;---;0;0;0;34509;SC Bern Jr;Swiss Junior A;SC Bern;National League A;LW, RW;0;Laufen;7/27/2004;19;(W) Grinder;Left Handed;None;14;13;20;8;8;8;7;12;1;6;11;8;9;3;10;8;6;12;11;8;10;13;9;4;3;4;3;7;5;7;5;7;4;1;1;1;1;1;
133;Yannic Pilloni;Austria;Switzerland;22;4;4;6417;EHC St. Moritz;Swiss 2nd Div. Group 1;EHC St. Moritz;Swiss 2nd Div. Group 1;C, RW;0;---;7/31/1998;25;(C) Finesse;Left Handed;Europe;15;10;15;0;0;19;6;5;6;10;6;6;10;6;12;14;6;6;4;10;10;9;7;5;8;13;8;8;7;8;4;9;6;1;1;1;1;1;
137;Philipp Pöschmann;Austria;---;0;0;0;13562;EHC Bregenzerwald;Alps League;EHC Bregenzerwald;Alps League;C;0;---;1/1/1997;27;(C) All around;Right Handed;Europe;12;12;20;0;0;10;12;3;4;18;11;8;6;6;8;11;9;6;3;13;12;8;6;4;3;8;7;6;5;8;5;5;4;1;1;1;1;1;
139;Michael Raffl;Austria;---;44;16;13;18156;HC Red Ice Martigny-Verbier;National League B;HC Red Ice Martigny-Verbier;National League B;LW, RW;0;Villach;12/1/1988;35;(W) All around;Left Handed;None;12;14;20;12;12;13;14;10;11;9;11;11;9;9;8;5;4;3;10;4;6;4;9;11;9;6;12;11;11;13;9;9;10;1;1;1;1;1;
140;Gregg Wolfe;United States;---;0;0;0;0;---;---;---;---;LD, RD;0;Lake Placid;9/21/2002;21;(D) Defensive (Physical);Right Handed;None;13;8;12;27;27;27;13;5;4;3;9;12;4;4;6;7;3;12;7;8;13;14;10;1;3;1;1;4;8;6;3;3;1;1;1;1;1;1;
141;Max Reisinger;Austria;---;0;0;0;12687;EHC Alge Elastic Lustenau;Alps League;EHC Alge Elastic Lustenau;Alps League;LW, C, RW;0;---;9/22/1995;28;(C) Sniper;Left Handed;College;2;20;20;0;0;0;18;4;10;12;11;10;6;10;2;7;5;3;1;11;5;9;1;10;8;11;9;2;1;4;11;5;10;1;1;1;1;1;
142;Clark Clark;United States;---;0;0;0;2180;Notre Dame Fighting Irish;HE;Notre Dame Fighting Irish;HE;LW;0;Indianapolis;7/31/2004;19;(W) Defensive (Finesse);Left Handed;None;18;4;13;54;54;54;7;1;3;4;6;10;4;3;8;20;8;8;2;11;14;3;8;1;4;1;2;7;8;9;3;7;2;1;1;1;1;1;
143;Kelen Kelly;United States;---;0;0;0;1675;Lake Superior Lakers;WCHA;Lake Superior Lakers;WCHA;RD;0;Dearborn;2/16/2003;21;(D) Standard;Right Handed;None;15;8;19;2;2;2;7;19;1;1;4;4;4;1;3;10;6;11;10;7;11;9;10;3;3;1;1;6;10;8;3;3;1;1;1;1;1;1;
146;Peter Schneider;Austria;---;6;0;1;13562;EHC Bregenzerwald;Alps League;EHC Bregenzerwald;Alps League;C, RW;0;Vienna;4/4/1991;32;(C) Power Forward;Right Handed;College;11;15;20;0;7;7;11;9;7;7;10;7;5;5;5;4;3;2;4;2;6;3;4;7;2;8;4;2;3;6;5;2;7;1;1;1;1;1;
147;Napessis Cescon;Canada;---;0;0;0;16635;Sudbury Wolves;OHL;Sudbury Wolves;OHL;RW;0;Perth;10/20/2005;18;(W) Power Forward;Right Handed;None;10;13;20;77;77;77;16;12;3;6;7;12;11;6;4;7;9;6;6;7;13;15;4;9;1;1;3;4;3;4;5;3;5;1;1;1;1;1;
148;Jayson Lubimiv;Canada;---;0;0;0;16472;Edmonton Oil Kings;WHL;Edmonton Oil Kings;WHL;C, RW;0;Brandon;12/28/2007;16;(W) Grinder;Right Handed;None;11;12;18;77;77;77;12;11;9;14;10;8;6;5;6;7;3;6;6;7;10;10;5;5;5;1;5;4;4;4;6;2;5;1;1;1;1;1;
150;Vladimir Lushcak;Israel;---;17;3;6;1843;Miami Redhawks;NCHC;Miami Redhawks;NCHC;LW, C;0;Holon;5/12/2004;19;(C) Finesse;Left Handed;None;8;16;20;28;28;28;14;4;6;6;8;11;8;7;6;13;8;6;1;14;14;3;3;3;9;6;6;5;4;4;3;8;5;1;1;1;1;1;
151;Guido de Boer;Netherlands;---;23;2;7;3611;Hijs Hokij Den Haag;BeNeLiga;Hijs Hokij Den Haag;BeNeLiga;C, RW;0;Ede;4/16/2004;19;(C) All around;Right Handed;None;12;14;20;11;11;15;13;1;7;11;8;4;12;9;7;8;8;7;1;9;6;7;5;2;3;6;6;6;2;4;5;1;7;1;1;1;1;1;
153;Todd Harris;United States;---;0;0;0;2177;Minnesota Golden Gophers;Big Ten;Minnesota Golden Gophers;Big Ten;LD;0;Springfield;11/4/2004;19;(D) Defensive;Left Handed;None;14;6;20;3;3;3;11;6;4;6;8;3;10;2;11;7;3;11;10;7;14;12;9;2;3;1;2;4;7;6;1;4;1;1;1;1;1;1;
154;Dario Winkler;Austria;---;0;0;0;18475;Dornbirner EC Bulldogs;Erste Bank Eishockey Liga;Dornbirner EC Bulldogs;Erste Bank Eishockey Liga;C;0;Hall;5/18/1997;26;(C) Defensive;Right Handed;Major Junior;20;2;20;0;68;68;6;12;5;8;8;13;10;5;13;9;8;6;7;9;8;7;10;6;5;10;5;8;10;10;2;3;4;1;1;1;1;1;
155;Ali Wukovits;Austria;---;41;3;14;19352;EC Graz 99ers;Erste Bank Eishockey Liga;EC Graz 99ers;Erste Bank Eishockey Liga;LW, C;0;Vienna;5/9/1996;27;(C) All around;Left Handed;None;8;13;20;0;0;10;14;5;7;8;8;9;10;7;9;7;8;9;7;8;7;7;8;6;6;11;8;7;5;9;5;6;6;1;1;1;1;1;
156;Dominic Zwerger;Austria;---;68;7;32;21275;EV Vienna Capitals;Erste Bank Eishockey Liga;EV Vienna Capitals;Erste Bank Eishockey Liga;LW;0;---;7/16/1996;27;(W) Finesse;Left Handed;Major Junior;11;14;11;0;96;96;5;1;14;4;10;12;10;12;12;11;13;6;3;10;7;10;6;8;14;5;11;9;7;8;9;10;12;1;1;1;1;1;
157;Reinis Valdemars;Latvia;---;0;0;0;4000;SK Riga U18;Russia U18;SK Riga U18;Russia U18;LD;0;Priekule;2/4/2006;18;(D) Standard;Left Handed;None;10;10;18;20;20;20;6;13;10;18;8;11;18;13;16;9;7;8;5;8;11;9;5;1;5;2;3;4;5;6;4;3;1;1;1;1;1;1;
158;Artur Abmyotka;Belarus;---;23;5;5;21840;Neftyanik Almetievsk;Vysshaya Liga;Neftyanik Almetievsk;Vysshaya Liga;LW, C, RW;0;Minsk;6/15/1992;31;(W) Playmaker;Left Handed;None;2;20;20;0;0;20;12;2;10;9;15;9;7;9;4;7;6;4;3;5;9;5;3;7;7;3;7;7;4;7;7;5;8;1;1;1;1;1;
159;Vitali Afonin;Belarus;---;30;6;6;20028;Molot-Prikamie Perm;Vysshaya Liga;Molot-Prikamie Perm;Vysshaya Liga;LW;0;Grodno;9/2/1994;29;(W) Sniper;Left Handed;None;5;18;20;0;0;18;12;3;9;6;16;8;6;8;10;6;5;3;3;7;7;4;3;8;7;3;7;5;3;6;8;6;11;1;1;1;1;1;
160;Yegor Ageyenko;Belarus;---;0;0;0;2005;Neman Grodno-2;Belarus First Division;Neman Grodno-2;Belarus First Division;LW;0;Minsk;10/3/1992;31;(W) Power Forward;Left Handed;Europe;6;16;15;0;0;0;11;11;7;5;9;7;7;5;6;5;7;8;7;7;7;7;4;6;4;5;1;3;3;7;2;3;3;1;1;1;1;1;
161;Gleb Ageyev;Belarus;---;0;0;0;2005;Neman Grodno-2;Belarus First Division;Neman Grodno-2;Belarus First Division;G;0;---;4/4/1994;29;(G) Hybrid style;Left Handed;None;20;1;20;0;0;0;17;7;13;5;6;7;3;1;3;3;5;7;1;3;4;7;1;1;1;1;1;3;6;10;1;6;1;5;7;6;4;6;
162;Anton Agres;Belarus;Russia;0;0;0;9878;Altai Barnaul;Pervaya Liga;Altai Barnaul;Pervaya Liga;G;0;St. Petersburg;2/12/1992;32;(G) Hybrid style;Left Handed;None;20;1;19;0;0;33;12;9;3;4;7;7;4;1;5;3;3;6;1;3;4;5;1;1;1;1;1;5;8;9;1;5;1;5;7;4;5;2;
164;Dmitri Ambrozheichik;Belarus;---;76;29;23;30778;EHC Biel-Bienne;National League A;EHC Biel-Bienne;National League A;C, RW;0;Grodno;3/26/1995;28;(W) Finesse;Right Handed;Europe;7;16;15;0;73;73;8;7;14;6;11;6;4;12;5;9;9;8;7;10;10;8;8;10;16;7;14;11;7;12;10;12;14;1;1;1;1;1;
165;Ruslan Andreichikov;Belarus;---;0;0;0;2270;Viru Sputnik;Estonian League;Viru Sputnik;Estonian League;LD;0;Minsk;7/28/1992;31;(D) Defensive (Physical);Right Handed;None;18;5;20;0;0;0;11;9;10;9;4;10;11;4;12;8;8;11;10;8;10;9;9;5;4;2;7;3;11;12;6;3;4;1;1;1;1;1;
169;Vyacheslav Andryuschenko;Belarus;---;9;0;1;49039;Buran Voronezh;Vysshaya Liga;Amur Khabarovsk;Kontinental Hockey League;LW, RW;0;Minsk;7/4/1989;34;(W) Finesse;Right Handed;None;6;16;20;0;0;17;14;6;9;3;11;9;8;9;6;5;5;2;3;6;5;2;3;3;9;3;9;7;5;8;4;9;6;1;1;1;1;1;
170;Roman Anikin;Belarus;---;15;3;3;10166;HK Gomel;Belarus League;HK Gomel;Belarus League;C;0;Gomel;4/3/1993;30;(C) Power Forward;Left Handed;None;13;10;19;0;0;16;16;19;5;13;6;9;13;6;10;10;7;5;8;11;14;7;4;7;4;9;4;3;2;8;5;5;5;1;1;1;1;1;
171;Artyom Antonenko;Belarus;---;0;0;0;5083;Shakhter Soligorsk;Belarus League;Shakhter Soligorsk;Belarus League;RW;0;Minsk;5/26/1992;31;(W) Grinder;Right Handed;None;9;14;15;0;0;0;11;9;6;12;10;11;6;5;7;4;2;4;8;2;1;7;6;7;10;2;5;4;5;7;7;2;7;1;1;1;1;1;
173;Stanislav Artynsky;Belarus;---;3;0;0;3681;Elektrenu Lokiai-Poseidonas;LHL;Elektrenu Lokiai-Poseidonas;LHL;G;0;Minsk;12/3/1990;33;(G) Hybrid style;Left Handed;None;20;1;20;0;0;33;14;7;4;3;6;8;3;1;2;2;3;2;1;3;8;5;1;1;1;1;1;2;4;11;1;3;1;9;9;6;6;7;
174;Alexei Avtayev;Belarus;Russia;13;3;6;20028;Molot-Prikamie Perm;Vysshaya Liga;Molot-Prikamie Perm;Vysshaya Liga;LW;0;Omsk;2/15/1991;33;(W) Sniper (Finesse;Right Handed;None;4;20;14;0;0;11;16;3;10;1;9;8;7;10;9;4;4;2;2;5;6;3;4;7;8;2;7;5;5;8;8;7;12;1;1;1;1;1;
175;Evgeny Babitsky;Belarus;---;6;2;2;4043;Dinamo-Molodechno;Belarus League;Dinamo-Molodechno;Belarus League;C;0;Gomel;4/1/1994;29;(C) Power Forward;Right Handed;None;10;15;18;0;0;22;20;13;8;10;9;6;5;7;7;7;6;3;6;7;8;7;5;10;7;8;6;5;4;7;5;3;5;1;1;1;1;1;
176;Alexei Badun;Belarus;---;20;0;4;23653;Dynamo Balashikha;Vysshaya Liga;Dynamo Balashikha;Vysshaya Liga;LD;0;Grodno;8/30/1989;34;(D) Defensive;Left Handed;None;15;9;20;0;0;4;18;7;8;9;8;9;11;8;10;5;6;9;10;5;9;8;11;6;7;2;6;9;10;12;9;8;9;1;1;1;1;1;
177;Josh Cable;Canada;---;0;0;0;0;---;---;---;---;LW, C;0;Cole Harbour;3/17/2003;20;(C) All around;Left Handed;None;11;11;8;11;11;11;15;1;6;10;3;5;7;9;10;11;4;8;5;9;10;7;5;4;2;7;5;7;3;5;3;3;4;1;1;1;1;1;
178;Alexei Baturevich;Belarus;---;8;2;2;21840;Ermak Angarsk;Vysshaya Liga;Ermak Angarsk;Vysshaya Liga;LW;0;Minsk;2/9/1993;31;(W) Playmaker (Physical);Right Handed;None;2;20;20;0;0;14;16;15;11;10;8;9;7;10;9;2;2;5;10;2;6;10;5;15;7;4;8;7;4;7;7;6;7;1;1;1;1;1;
179;Charlie McCrea;United States;---;0;0;0;5312;Grafton/Park River;HS-ND;Grafton/Park River;HS-ND;G;0;Grafton;10/11/2008;15;(G) Hybrid style;Left Handed;None;20;1;19;32;32;32;18;12;4;15;11;12;18;1;16;7;11;4;1;2;5;3;1;1;1;1;1;1;3;9;1;1;1;4;7;3;3;6;
180;Brodie Tremblay;Canada;---;0;0;0;1312;Cold Lake Freeze;CABHL;Cold Lake Freeze;CABHL;LD, RD;0;Cold Lake;10/9/2009;14;(D) Defensive;Left Handed;None;16;9;18;24;24;24;18;2;6;9;10;10;14;4;14;12;6;10;9;9;11;4;11;1;3;1;6;3;9;11;1;3;4;1;1;1;1;1;
181;Kirill Berchuk;Belarus;---;2;0;0;11690;CSK VVS Samara;Pervaya Liga;CSK VVS Samara;Pervaya Liga;RW;0;Brest;5/9/1993;30;(W) Finesse;Right Handed;None;13;11;17;0;0;16;12;4;6;4;7;8;6;9;5;4;5;4;3;10;3;5;5;5;5;3;6;7;5;8;3;6;7;1;1;1;1;1;
182;Yaroslav Bilischuk;Belarus;---;7;2;2;4043;Dinamo-Molodechno;Belarus League;Dinamo-Molodechno;Belarus League;LW;0;Brest;4/12/1992;31;(W) Playmaker;Right Handed;None;7;16;20;0;0;16;11;1;8;5;6;6;3;9;3;2;2;1;2;4;6;3;2;7;5;1;6;6;5;5;4;5;7;1;1;1;1;1;
183;Bertrand Kebede;Switzerland;---;0;0;0;32506;EV Zug Jr;Swiss Junior A;EV Zug;National League A;RW;0;Crans-Montana;9/24/2006;17;(W) Power Forward;Left Handed;None;10;13;20;55;55;55;6;18;11;11;9;12;15;11;13;7;7;5;5;7;7;7;3;9;2;1;4;1;2;2;4;1;6;1;1;1;1;1;
184;Roman Boboriko;Belarus;---;0;0;0;5083;Shakhter Soligorsk;Belarus League;Shakhter Soligorsk;Belarus League;G;0;Gomel;10/14/1993;30;(G) Hybrid style;Left Handed;None;20;1;20;0;0;31;11;8;5;3;8;8;5;1;5;3;5;6;1;3;4;4;1;1;1;1;1;4;5;10;1;5;1;7;5;6;5;6;
