Id;Name;Club Playing;Club Contracted;Positions Short;Age;Handedness;Squad Number;Determination;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
143;Kelen Kelly;Lake Superior Lakers;Lake Superior Lakers;RD;17;Right Handed;2;6;19;1;1;4;6;5;1;5;11;8;10;9;7;10;7;9;3;3;1;2;5;9;8;4;3;1;1;1;1;1;1;
146;Peter Schneider;EC Graz 99ers;EC Graz 99ers;C, RW;29;Right Handed;7;11;9;8;8;10;8;6;6;6;8;7;5;5;6;9;8;5;8;4;8;5;4;4;6;6;4;9;1;1;1;1;1;
147;Napessis Cescon;Huron-Perth Lakers;Huron-Perth Lakers;RW;14;Right Handed;77;16;12;3;7;7;12;10;6;4;7;9;3;6;7;5;9;3;8;1;1;2;3;2;3;4;2;4;1;1;1;1;1;
148;Bernhard Starkbaum;HC Davos;HC Davos;G;34;Left Handed;29;12;12;11;13;8;13;13;1;14;10;16;11;1;15;13;11;1;1;1;1;1;6;6;15;1;4;1;14;14;14;12;10;
150;Vladimir Lushcak;Kfar Saba Horses U20;Kfar Saba Horses U20;LW, C;16;Left Handed;28;14;4;7;7;8;12;9;8;7;8;9;4;1;11;14;3;3;3;10;7;6;5;4;5;3;9;5;1;1;1;1;1;
151;Guido de Boer;GIJS Groningen U17;GIJS Groningen U17;C, RW;16;Right Handed;11;14;1;8;12;8;5;12;10;8;6;9;5;1;6;3;7;4;2;3;6;6;6;3;4;5;1;7;1;1;1;1;1;
153;Todd Harris;HoneyBaked U16;HoneyBaked U16;LD;15;Left Handed;3;11;6;4;6;8;3;10;2;11;6;3;8;8;7;7;7;8;2;3;1;1;4;6;5;1;3;1;1;1;1;1;1;
154;Dario Winkler;EC Graz 99ers;EC Graz 99ers;C;23;Right Handed;68;6;12;5;8;8;13;11;5;14;9;8;7;7;9;9;7;10;6;5;10;5;8;9;9;2;3;4;1;1;1;1;1;
155;Ali Wukovits;EV Vienna Capitals;EV Vienna Capitals;LW, C;24;Left Handed;0;14;5;6;9;8;8;12;8;10;8;9;10;8;9;8;9;9;7;7;10;9;8;6;8;6;7;6;1;1;1;1;1;
156;Dominic Zwerger;EC Red Bull Salzburg;EC Red Bull Salzburg;LW;24;Left Handed;96;5;1;16;5;10;13;11;14;13;13;15;8;4;12;9;12;7;8;14;5;11;9;8;7;8;10;12;1;1;1;1;1;
157;Alexander Abakunchik;Kauno Baltu-Ainiai;Kauno Baltu-Ainiai;RW;33;Left Handed;0;6;14;6;8;7;6;5;5;6;5;5;6;9;6;9;9;4;6;3;1;3;3;3;6;4;3;5;1;1;1;1;1;
158;Artur Abmyotka;Neftyanik Almetievsk;Neftyanik Almetievsk;LW, C, RW;28;Left Handed;0;12;2;10;10;15;10;8;8;5;8;7;5;3;7;11;7;4;7;7;3;7;7;5;7;7;5;9;1;1;1;1;1;
159;Vitali Afonin;Sputnik Nizhny Tagil;Sputnik Nizhny Tagil;LW;26;Left Handed;0;12;3;7;7;16;8;7;8;11;7;6;4;3;8;8;5;3;8;7;3;7;5;4;5;8;7;11;1;1;1;1;1;
160;Yegor Ageyenko;Neman Grodno;Neman Grodno;LW;27;Left Handed;0;11;11;9;7;9;9;8;7;8;8;9;10;9;9;9;9;5;7;5;6;2;5;4;8;4;4;5;1;1;1;1;1;
161;Gleb Ageyev;Neman Grodno-2;Neman Grodno-2;G;26;Left Handed;0;17;7;13;5;6;7;3;1;3;3;6;7;1;3;4;7;1;1;1;1;1;3;6;10;1;6;1;6;8;6;4;6;
162;Anton Agres;Shakhter Soligorsk;Shakhter Soligorsk;G;28;Left Handed;0;12;9;4;5;7;8;5;1;6;4;5;7;1;5;6;7;1;1;1;1;1;6;9;10;1;6;1;6;8;5;6;3;
164;Dmitri Ambrozheichik;Neftekhimik Nizhnekamsk;Neftekhimik Nizhnekamsk;C, RW;25;Right Handed;73;9;7;14;9;11;6;6;11;8;11;11;10;7;12;12;10;9;10;15;7;14;11;8;9;11;13;15;1;1;1;1;1;
165;Ruslan Andreichikov;Viru Sputnik;Viru Sputnik;LD;28;Right Handed;0;12;9;10;9;4;10;11;4;12;8;8;11;10;8;10;9;8;5;4;2;6;3;10;11;6;2;4;1;1;1;1;1;
169;Vyacheslav Andryuschenko;Avangard Omsk Oblast;Avangard Omsk Oblast;LW, RW;31;Right Handed;0;14;6;11;5;11;10;9;11;8;10;9;6;4;11;10;3;4;5;10;4;10;8;6;7;6;10;8;1;1;1;1;1;
170;Roman Anikin;Khimik-SKA Novopolotsk;Khimik-SKA Novopolotsk;C;27;Left Handed;0;16;19;5;13;6;9;13;6;10;10;7;5;8;11;14;7;4;7;4;7;4;3;2;6;5;5;5;1;1;1;1;1;
171;Artyom Antonenko;Shakhter Soligorsk;Shakhter Soligorsk;RW;28;Right Handed;0;12;9;7;13;10;12;7;6;8;5;3;5;9;3;2;8;7;8;11;3;6;5;6;7;8;3;8;1;1;1;1;1;
173;Stanislav Artynsky;Elektrenu Lokiai-Poseidonas;Elektrenu Lokiai-Poseidonas;G;29;Left Handed;0;14;7;5;4;6;5;4;1;3;3;4;3;1;4;9;6;1;1;1;1;1;3;5;12;1;4;1;9;9;7;7;8;
174;Alexei Avtayev;Khimik Voskresensk;Khimik Voskresensk;LW;29;Right Handed;0;16;3;11;1;9;8;8;11;10;9;10;5;3;10;11;8;6;9;10;3;9;6;6;8;10;9;13;1;1;1;1;1;
175;Evgeny Babitsky;HK Mogilev;HK Mogilev;C;26;Right Handed;0;20;13;8;11;9;5;7;8;8;8;7;4;6;8;9;8;5;10;8;6;7;6;5;6;6;4;6;1;1;1;1;1;
176;Alexei Badun;Dynamo Balashikha;Dynamo Balashikha;LD;31;Left Handed;0;18;7;10;11;8;11;12;10;12;7;8;11;11;7;11;10;12;8;8;3;7;10;11;13;11;9;11;1;1;1;1;1;
177;Josh Cable;Olds Grizzlys;Olds Grizzlys;LW, C;17;Left Handed;11;16;1;7;11;3;6;8;10;11;8;5;8;5;7;8;6;4;4;2;7;5;7;4;5;4;3;5;1;1;1;1;1;
178;Alexei Baturevich;Bars Kazan;Bars Kazan;LW;27;Right Handed;0;16;15;12;11;8;10;8;10;10;3;3;6;11;3;7;11;6;16;8;5;9;8;5;8;8;7;9;1;1;1;1;1;
179;Evgeny Baukin;Neman Grodno-2;Neman Grodno-2;RW;34;Left Handed;0;18;3;8;8;9;6;6;10;6;1;2;1;3;1;1;2;5;7;8;3;6;4;4;7;8;7;6;1;1;1;1;1;
180;Vitaly Belinsky;Hannover Scorpions;Hannover Scorpions;G;30;Right Handed;0;18;8;5;7;7;8;6;1;5;6;6;7;1;6;7;4;1;1;1;1;1;7;8;10;1;8;1;7;9;7;6;7;
181;Kirill Berchuk;Khimik-SKA Novopolotsk;Khimik-SKA Novopolotsk;RW;27;Right Handed;0;12;4;6;5;7;8;7;9;6;6;7;6;3;12;5;7;6;6;6;4;7;8;6;8;4;7;8;1;1;1;1;1;
182;Yaroslav Bilischuk;Junior Minsk;Junior Minsk;LW;28;Right Handed;0;10;1;9;6;6;5;4;10;4;4;5;4;3;8;9;6;3;8;5;2;6;7;6;5;5;5;8;1;1;1;1;1;
183;Roman Blokh;Buran Voronezh;Buran Voronezh;C;33;Left Handed;0;6;1;9;6;7;8;6;9;5;2;4;2;4;4;2;5;6;7;8;8;6;6;6;8;7;6;8;1;1;1;1;1;
184;Roman Boboriko;HK Brest;HK Brest;G;26;Left Handed;0;11;8;6;4;8;6;6;1;6;4;5;7;1;4;5;5;1;1;1;1;1;5;6;10;1;6;1;8;6;7;6;7;
185;Sergei Bogoleisha;Amur Khabarovsk;Amur Khabarovsk;LD, RD;30;Left Handed;0;4;16;6;9;7;10;9;6;11;7;5;9;6;9;10;6;5;4;5;3;5;5;6;10;5;3;5;1;1;1;1;1;
186;Andrei Borisov;Buran Voronezh;Buran Voronezh;LD;23;Left Handed;0;16;4;9;9;8;13;17;9;11;12;11;7;4;11;16;13;6;7;9;2;12;12;9;8;9;8;11;1;1;1;1;1;
187;Alexander Borodulya;Yunost Minsk;Yunost Minsk;G;28;Left Handed;0;11;9;6;4;10;8;7;1;7;7;10;9;1;7;9;6;1;1;1;1;1;4;4;13;1;2;1;9;10;8;6;11;
188;Pavel Boyarchuk;Buran Voronezh;Buran Voronezh;C;29;Right Handed;0;20;9;4;7;4;9;7;6;6;7;4;6;10;7;12;5;8;7;7;8;8;8;6;9;9;7;8;1;1;1;1;1;
189;Valery Boyarskikh;Khimik-SKA Novopolotsk-2;Khimik-SKA Novopolotsk-2;LW, RW;30;Left Handed;0;10;11;7;5;10;7;6;8;11;9;9;6;3;8;5;7;6;4;4;2;6;7;4;8;3;3;6;1;1;1;1;1;
191;Kirill Brikun;Sputnik Nizhny Tagil;Sputnik Nizhny Tagil;RW;29;Left Handed;0;10;3;11;14;9;11;11;10;12;8;7;6;4;8;8;10;4;7;7;3;8;6;5;6;9;5;6;1;1;1;1;1;
192;Mikhail Buchkin;Khimik-SKA Novopolotsk;Khimik-SKA Novopolotsk;RW;28;Left Handed;0;5;7;8;7;5;8;2;6;3;6;11;3;6;11;10;7;2;6;8;1;7;4;2;4;8;2;7;1;1;1;1;1;
193;Artur Buinitsky;Bars Kazan;Bars Kazan;C, RW;24;Left Handed;0;12;3;15;10;7;15;13;16;18;8;11;7;6;9;12;6;6;7;13;4;12;12;7;7;8;7;10;1;1;1;1;1;
194;Dmitry Buinitsky;Florida Panthers;Florida Panthers;LW, RW;23;Left Handed;0;14;6;15;9;14;12;15;9;10;14;12;10;8;13;12;9;11;11;11;7;11;10;10;11;8;11;10;1;1;1;1;1;
195;Ilya Busilko;Dynamo St. Petersburg;Dynamo St. Petersburg;LD;30;Right Handed;0;13;10;7;6;7;6;4;8;5;5;9;10;3;9;8;5;8;3;6;2;8;6;4;7;8;5;5;1;1;1;1;1;
196;Gleb Bylina;Dinamo-Molodechno;Dinamo-Molodechno;LW;28;Left Handed;0;6;5;8;3;5;7;4;9;4;4;8;4;3;8;7;2;3;7;4;3;9;8;6;5;6;4;10;1;1;1;1;1;
197;Denis Cherevach;Shakhter Soligorsk;Shakhter Soligorsk;LD;26;Left Handed;0;11;5;7;4;4;5;4;7;4;3;6;3;7;3;4;8;6;4;6;1;8;7;5;7;7;6;6;1;1;1;1;1;
198;Artemi Chernikov;Ermak Angarsk;Ermak Angarsk;LW;24;Left Handed;0;9;13;3;9;5;5;11;5;9;10;7;6;6;6;11;11;7;5;6;4;5;7;7;7;5;5;4;1;1;1;1;1;
199;Pavel Chernook;Dinamo Minsk;Dinamo Minsk;LD, RD;33;Right Handed;0;14;13;8;10;6;12;14;8;14;10;10;10;13;10;13;19;12;10;5;3;6;6;12;13;11;3;5;1;1;1;1;1;
200;Pavel Chernov;Traktor Chelyabinsk;Traktor Chelyabinsk;C;30;Right Handed;34;16;12;12;15;13;8;10;10;13;12;10;12;12;12;10;11;8;12;6;15;11;7;6;10;6;6;7;1;1;1;1;1;
201;Blade Burto;Lindenwood University;Lindenwood University;LW, C;17;Left Handed;38;10;1;11;11;10;10;6;9;11;7;6;6;6;8;13;12;4;6;5;6;7;5;4;3;9;4;7;1;1;1;1;1;
202;Evgeny Dadonov;Shakhter Soligorsk;Shakhter Soligorsk;LW;28;Left Handed;0;10;11;7;9;9;9;8;4;9;9;5;4;9;8;6;9;9;5;5;3;6;4;9;11;4;5;8;1;1;1;1;1;
203;Denis Dalidovich;Hockey Punks Vilnius;Hockey Punks Vilnius;LW;27;Left Handed;0;20;10;11;8;14;9;11;10;12;13;12;5;7;12;12;11;5;6;7;4;10;6;3;7;12;6;12;1;1;1;1;1;
204;Kirill Danilenko;Shakhter Soligorsk;Shakhter Soligorsk;LW;27;Left Handed;0;16;6;8;6;5;6;9;11;8;5;6;3;7;5;10;9;4;8;7;3;9;7;4;6;7;5;6;1;1;1;1;1;
205;Pavel Dashkov;Junior Minsk;Junior Minsk;LW;30;Left Handed;0;9;2;9;2;17;5;3;9;5;10;8;2;2;7;3;2;3;4;10;2;5;8;4;5;4;6;6;1;1;1;1;1;
206;Alexander Degtyaryov;HK Gomel;HK Gomel;LD;28;Left Handed;0;12;16;2;10;4;7;8;2;7;4;4;9;10;6;7;7;5;2;3;1;3;4;6;8;2;4;2;1;1;1;1;1;
207;Sergei Demagin;Yunost Minsk;Yunost Minsk;LW;34;Left Handed;21;8;12;10;9;9;9;12;11;10;4;8;4;8;3;8;4;8;10;8;6;13;10;8;7;8;9;11;1;1;1;1;1;
208;Artyom Demkov;Dinamo Minsk;Dinamo Minsk;C, RW;30;Right Handed;17;14;8;10;7;13;9;10;11;10;10;11;10;6;11;10;7;5;6;10;8;8;7;6;8;6;8;8;1;1;1;1;1;
209;Olexander Polishchuk;Donbass Donetsk Jrs;Donbass Donetsk Jrs;G;16;Left Handed;1;16;11;8;17;6;12;16;1;19;6;12;9;1;5;6;11;1;1;1;1;1;7;6;11;1;8;1;6;9;9;5;9;
210;Arseni Denskevich;Buran Voronezh;Buran Voronezh;LD;30;Left Handed;0;11;8;8;5;8;11;12;8;13;6;5;5;6;6;4;6;10;4;6;1;6;7;11;10;5;5;5;1;1;1;1;1;
211;Alexej Dmitriev;Thomas Sabo Ice Tigers;Thomas Sabo Ice Tigers;LW;34;Right Handed;42;12;9;8;11;10;5;9;7;12;6;4;3;7;6;5;5;6;7;6;5;9;8;4;11;7;9;7;1;1;1;1;1;
212;Sergei Domnich;HC Viking;HC Viking;G;28;Left Handed;0;13;8;3;5;7;5;7;1;6;2;9;10;1;3;12;7;1;1;1;1;1;5;7;9;1;5;1;7;7;6;5;5;
213;Roman Dostanko;Dinamo Minsk;Dinamo Minsk;RD;26;Left Handed;0;13;4;7;9;5;8;8;10;10;9;9;10;6;11;9;9;7;3;5;1;4;8;10;11;9;6;8;1;1;1;1;1;
214;Denis Drankov;HK Vitebsk;HK Vitebsk;LW;26;Left Handed;0;17;9;7;7;8;8;8;7;9;9;10;6;10;9;8;8;7;8;5;4;7;8;5;9;6;6;7;1;1;1;1;1;
215;Sergei Drozd;Metallurg Novokuznetsk;Metallurg Novokuznetsk;C;30;Left Handed;90;12;6;10;7;14;14;13;12;12;11;11;10;9;11;12;8;12;8;10;15;9;13;10;14;8;10;9;1;1;1;1;1;
216;Ivan Dunayev;HK Gomel;HK Gomel;RW;26;Left Handed;29;13;6;11;10;13;11;8;9;13;11;11;10;9;11;12;9;8;5;8;6;13;8;7;11;6;7;10;1;1;1;1;1;
217;Håkon Leach;Fairbanks Arctic Lions;Fairbanks Arctic Lions;LW;15;Left Handed;18;13;1;11;17;9;7;14;10;20;8;8;6;5;10;9;3;7;5;5;2;7;5;4;7;3;4;5;1;1;1;1;1;
218;Mikhail Dyatko;Östersunds IK;Östersunds IK;RW;27;Right Handed;0;8;11;10;9;6;9;8;12;11;7;7;3;7;8;5;7;3;8;10;3;7;5;3;6;5;6;4;1;1;1;1;1;
219;Roman Dyukov;Neftekhimik Nizhnekamsk;Neftekhimik Nizhnekamsk;LD, RD;24;Left Handed;0;13;11;8;8;7;9;11;6;11;9;7;9;10;9;11;10;12;3;4;1;4;7;11;11;10;1;4;1;1;1;1;1;
220;Takeo Yamamoto;Luleå HF J18;Luleå HF J18;C, RW;17;Right Handed;68;16;9;2;10;9;7;8;3;9;8;5;10;8;5;6;7;7;5;2;3;5;5;5;6;3;3;4;1;1;1;1;1;
221;Alexei Efimenko;Yunost Minsk;Yunost Minsk;C;35;Left Handed;0;12;6;8;5;11;7;8;8;10;8;6;6;4;8;11;9;7;4;4;11;8;8;7;9;2;4;7;1;1;1;1;1;
223;Vyacheslav Fadeyev;HK Gomel;HK Gomel;LW;25;Left Handed;0;14;1;11;7;9;7;8;7;13;7;8;5;3;5;6;3;4;9;8;3;9;4;2;3;10;7;13;1;1;1;1;1;
224;Stepan Falkovsky;Shakhter Soligorsk;Shakhter Soligorsk;RD;23;Left Handed;51;8;7;4;10;8;2;4;2;5;8;5;14;10;8;6;14;8;1;5;2;4;1;7;8;3;1;1;1;1;1;1;1;
225;Aliaksandr Famin;HK Vitebsk;HK Vitebsk;RW;29;Right Handed;28;7;7;9;5;9;5;11;10;7;7;8;6;4;6;9;7;6;9;8;4;10;7;7;6;5;7;6;1;1;1;1;1;
226;Nikita Feoktistov;Yunost Minsk;Yunost Minsk;LW, RW;30;Left Handed;0;12;12;9;9;12;7;9;10;14;10;10;9;10;11;11;13;10;8;7;6;11;10;8;12;6;8;10;1;1;1;1;1;
227;Andrei Filichkin;Amur Khabarovsk;Amur Khabarovsk;LD;32;Left Handed;0;13;6;9;6;17;8;8;11;7;10;9;7;5;9;10;9;5;5;7;1;8;11;6;7;10;8;9;1;1;1;1;1;
228;Boyd Beauregard;Thompson Blazers;Thompson Blazers;LW, RW;15;Left Handed;64;13;5;12;9;8;10;16;10;10;5;8;7;1;7;8;1;3;10;9;2;7;3;4;5;8;5;9;1;1;1;1;1;
229;Oleg Filippov;Shakhter Soligorsk;Shakhter Soligorsk;LD;27;Left Handed;0;15;1;10;6;9;7;9;9;8;8;7;6;3;9;8;4;3;2;4;1;7;8;4;6;4;4;6;1;1;1;1;1;
230;Denis Gapeyev;HK Rostov;HK Rostov;LD;30;Left Handed;0;11;7;7;4;6;12;6;9;6;5;4;5;7;5;11;5;10;4;5;3;5;7;6;8;4;5;4;1;1;1;1;1;
231;Alexei Gavrilenok;Neman Grodno;Neman Grodno;RD;32;Left Handed;0;8;8;7;6;5;10;12;5;12;5;5;10;10;5;12;9;10;3;4;2;4;2;6;11;3;2;3;1;1;1;1;1;
232;Nikolai Gavrilenok;Neman Grodno-2;Neman Grodno-2;RD;34;Left Handed;32;5;12;5;7;8;8;8;3;11;3;5;8;7;5;5;9;6;3;1;3;4;3;6;9;3;3;3;1;1;1;1;1;
233;Artur Gavrus;Dynamo St. Petersburg;Dynamo St. Petersburg;C, RW;26;Left Handed;19;15;6;11;13;13;8;10;10;13;11;10;8;8;10;11;9;8;14;11;9;10;9;8;9;9;9;10;1;1;1;1;1;
234;Iani Dan Basilidesz;CS Husky Bucuresti U20;CS Husky Bucuresti U20;C;14;Left Handed;37;17;5;4;12;11;12;12;4;15;8;7;8;5;4;9;3;3;1;1;5;2;3;6;4;1;6;2;1;1;1;1;1;
235;Fyodor Glushkin;HK Cheboksary;HK Cheboksary;LD;28;Left Handed;0;5;12;3;10;5;6;9;3;8;1;4;11;9;4;8;14;10;2;3;2;4;6;9;11;3;2;2;1;1;1;1;1;
236;Boris Golubev;Crocodiles Hamburg;Crocodiles Hamburg;RD;29;Left Handed;0;2;9;7;6;9;4;9;8;10;8;7;10;7;10;9;10;7;7;6;4;6;2;6;9;5;2;6;1;1;1;1;1;
237;Yevgeny Goranin;Khimik-SKA Novopolotsk-2;Khimik-SKA Novopolotsk-2;LD;34;Left Handed;0;14;15;5;5;6;10;7;5;7;4;3;3;9;5;8;8;8;4;4;2;4;3;2;9;4;2;4;1;1;1;1;1;
238;Maxim  Verrette;Western Kings;Western Kings;LW, RW;14;Right Handed;26;9;11;8;10;7;10;16;11;18;7;10;8;5;6;9;8;1;8;1;1;1;1;1;2;5;1;6;1;1;1;1;1;
239;Maxim Gorodetsky;HK Gomel 2;HK Gomel 2;G;25;Left Handed;0;6;7;5;5;6;6;4;1;3;4;5;4;1;4;3;4;1;1;1;1;1;5;6;6;1;3;1;5;5;5;5;4;
240;Sergei Gorokhovik;Shakhter Soligorsk;Shakhter Soligorsk;C;26;Right Handed;0;15;2;11;9;5;8;11;11;13;7;6;5;2;8;10;5;5;5;8;12;7;11;4;6;6;7;7;1;1;1;1;1;
241;Oleg Goroshko;Vityaz Moscow Oblast;Vityaz Moscow Oblast;LD;30;Right Handed;0;12;12;10;11;9;9;12;11;12;12;12;12;10;12;13;8;11;7;7;2;10;12;11;11;12;8;9;1;1;1;1;1;
242;Sergei Goroshko;HK Gomel;HK Gomel;LD;27;Left Handed;0;15;7;3;6;7;5;3;3;7;7;8;10;9;8;6;19;7;4;5;3;5;4;5;9;4;2;4;1;1;1;1;1;
243;Stepan Goryachevskikh;Traktor Chelyabinsk;Traktor Chelyabinsk;G;35;Left Handed;33;15;3;12;11;6;9;12;1;12;10;10;8;1;9;16;5;1;1;1;1;1;8;7;12;1;8;1;9;9;8;8;8;
244;Grigori Gotovets;HK Gomel;HK Gomel;RW;20;Right Handed;0;5;3;9;6;13;6;6;12;1;12;9;7;1;11;6;7;5;8;1;1;6;6;2;1;4;7;8;1;1;1;1;1;
245;Kirill Gotovets;Avangard Omsk Oblast;Avangard Omsk Oblast;LD, RD;29;Left Handed;2;7;9;6;9;5;13;12;6;14;11;10;8;7;11;7;10;7;7;6;1;8;7;16;8;8;11;10;1;1;1;1;1;
246;John Bischoff;St. Bernard's/St. Agnes;St. Bernard's/St. Agnes;LD;14;Left Handed;2;13;6;5;11;10;3;9;5;8;4;6;11;7;7;11;7;9;1;4;2;1;3;10;7;3;4;2;1;1;1;1;1;
247;Vladislav Grayevsky;Junior Minsk;Junior Minsk;G;24;Left Handed;0;18;13;1;3;9;3;7;1;3;4;4;7;1;1;6;1;1;1;1;1;1;5;7;10;1;3;1;5;5;6;2;7;
248;Denis Gribko;Shakhter Soligorsk;Shakhter Soligorsk;LD;30;Left Handed;0;12;4;9;6;7;7;6;9;4;5;5;4;6;4;6;5;7;4;6;1;9;8;9;9;5;6;7;1;1;1;1;1;
249;Vladislav Gridyushko;Khimik-SKA Novopolotsk-2;Khimik-SKA Novopolotsk-2;RW;27;Right Handed;0;11;2;8;3;7;7;3;8;3;4;4;3;2;3;5;4;5;8;7;2;7;5;5;6;4;4;7;1;1;1;1;1;
250;Eduard Grin;Junior Minsk;Junior Minsk;RW;28;Right Handed;0;6;12;8;8;8;13;10;8;13;7;8;5;7;8;7;15;6;10;6;4;5;4;4;8;6;2;5;1;1;1;1;1;
251;Hiroyasu Suzuoki;New Trier Green;New Trier Green;G;19;Left Handed;38;14;3;4;5;7;3;10;1;4;3;11;6;1;3;10;4;1;1;1;1;1;7;5;9;1;4;1;6;5;8;4;5;
253;Raman Hrabarenka;Neftekhimik Nizhnekamsk;Neftekhimik Nizhnekamsk;RD;28;Right Handed;41;13;8;9;10;6;8;11;8;10;11;10;12;14;12;10;16;14;8;7;3;11;11;15;15;12;10;6;1;1;1;1;1;
254;Alexander Iskhakov;Shakhter Soligorsk;Shakhter Soligorsk;LD;28;Left Handed;0;11;13;2;7;8;9;6;2;11;7;5;8;9;7;8;14;9;1;2;1;3;4;3;6;1;1;1;1;1;1;1;1;
255;Hugh Christiansen;Rochester Junior Americans;Rochester Junior Americans;LD;16;Left Handed;7;9;8;3;16;8;10;19;3;15;7;1;11;8;6;8;13;6;1;1;1;1;1;6;5;1;1;1;1;1;1;1;1;
256;Nikita Kardashev;Buran Voronezh;Buran Voronezh;LD, RD;27;Right Handed;0;4;13;8;11;8;11;11;8;11;8;7;8;13;8;9;13;14;6;6;2;8;9;13;12;8;8;8;1;1;1;1;1;
257;Mikhail Karnaukhov;Khimik Voskresensk;Spartak Moscow;G;26;Left Handed;0;14;9;10;12;6;9;15;1;12;10;10;10;1;9;13;10;1;1;1;1;1;8;9;15;1;8;1;12;11;10;10;12;
258;Kristian Khenkel;HC Sochi;HC Sochi;LD;24;Left Handed;0;8;10;1;2;9;5;1;3;3;9;8;10;8;9;5;11;9;6;6;3;4;6;10;10;8;5;5;1;1;1;1;1;
260;Jonathon Stuart;MWH;MWH;RD;14;Right Handed;7;8;13;5;7;8;7;7;1;10;5;4;8;6;7;6;5;6;1;4;1;1;3;4;7;1;6;1;1;1;1;1;1;
261;Mihail Khoromando;Dynamo St. Petersburg;Dynamo St. Petersburg;LD;28;Left Handed;0;9;4;8;2;9;8;6;10;3;8;9;5;6;9;7;5;8;5;6;2;9;9;6;9;9;6;7;1;1;1;1;1;
262;Evgeny Khuzeyev;THK Tver;THK Tver;LW, RW;28;Right Handed;0;12;9;11;9;13;11;7;9;10;11;10;8;10;10;11;9;5;9;7;6;7;5;5;8;8;7;8;1;1;1;1;1;
263;Anton Kirechko;Bars Kazan;Bars Kazan;RD;26;Right Handed;0;19;2;9;4;16;10;7;10;7;9;9;4;4;9;9;6;6;5;7;3;11;11;10;9;7;9;10;1;1;1;1;1;
264;Denis Kirpichenok;HK Lida;HK Lida;LW;27;Left Handed;0;7;4;12;10;7;10;10;10;12;6;5;4;3;8;10;6;6;8;8;4;6;3;5;8;7;5;9;1;1;1;1;1;
265;Vitali Kiryushchenkov;Dinamo Minsk;Dinamo Minsk;LW;28;Left Handed;0;8;8;8;9;10;11;10;8;15;8;8;7;12;10;7;19;12;8;6;6;8;9;8;10;8;8;10;1;1;1;1;1;
266;Alexander Kitarov;Lada Togliatti;Lada Togliatti;LW, C;33;Left Handed;0;13;13;12;10;12;10;9;10;9;10;9;9;9;10;10;11;8;8;8;14;8;8;7;11;8;8;9;1;1;1;1;1;
267;Sergei Kolosov;Sputnik Nizhny Tagil;Sputnik Nizhny Tagil;LD, RD;34;Left Handed;68;10;12;6;9;5;7;10;3;9;6;5;10;14;5;9;15;11;1;6;1;3;1;10;11;5;1;5;1;1;1;1;1;
268;Nikita Komarov;Avangard Omsk Oblast;Avangard Omsk Oblast;LW, RW;32;Right Handed;0;16;12;8;9;8;7;9;7;10;8;8;7;11;9;7;9;6;6;8;5;4;6;5;9;8;8;10;1;1;1;1;1;
269;Dmitry Korobov;Metallurg Magnitogorsk;Metallurg Magnitogorsk;LD;31;Left Handed;44;15;13;11;11;6;13;12;11;12;11;10;12;15;11;12;13;15;8;6;2;9;13;12;15;10;9;10;1;1;1;1;1;
271;Sergei Kostitsyn;EHC Biel-Bienne;EHC Biel-Bienne;LW, C, RW;33;Left Handed;74;15;5;12;8;16;8;7;13;7;8;7;8;9;8;9;9;6;7;13;6;13;11;6;9;10;12;11;1;1;1;1;1;
274;Sergei Kukushkin;Traktor Chelyabinsk;Traktor Chelyabinsk;C, RW;35;Left Handed;70;19;13;9;11;8;6;7;7;10;8;7;7;7;8;9;10;9;8;5;11;5;5;8;9;7;6;8;1;1;1;1;1;
275;Ivan Kulbakov;Rubin Tyumen;Rubin Tyumen;G;23;Left Handed;0;10;16;6;19;3;14;16;1;19;5;8;10;1;8;8;2;1;1;1;1;1;4;8;12;1;5;1;8;6;8;3;8;
276;Pavel Rovner;Victoria Royals;Victoria Royals;LW, C, RW;19;Left Handed;33;20;4;13;9;9;12;11;11;12;9;7;6;1;12;15;3;2;6;9;1;9;6;2;4;5;8;7;1;1;1;1;1;
278;Alexander Levko;KHL Medvescak;KHL Medvescak;LW, RW;28;Left Handed;0;12;8;10;8;12;10;11;10;12;12;12;11;9;13;15;9;11;8;9;5;12;11;6;11;8;9;11;1;1;1;1;1;
279;Evgeny Lisovets;Dinamo Minsk;Dinamo Minsk;LD, RD;25;Left Handed;0;13;8;9;8;8;13;12;10;12;12;11;13;14;11;14;12;14;8;8;2;11;12;13;15;14;8;10;1;1;1;1;1;
280;Stanislav Lopachuk;Dynamo St. Petersburg;Dynamo St. Petersburg;LW;28;Left Handed;0;15;6;11;7;11;11;11;12;10;10;10;9;7;10;11;7;6;6;9;5;9;10;4;9;6;6;9;1;1;1;1;1;
282;Vyacheslav Makritsky;Yunost Minsk;Yunost Minsk;LW, RW;29;Left Handed;0;12;5;11;5;10;12;9;11;10;9;9;10;14;10;12;16;9;11;8;6;10;10;10;10;6;7;7;1;1;1;1;1;
