Id;Name;Nation;Estimated Value;Club Playing;Division Playing;Club Contracted;Division Contracted;Positions Short;Birth Town;Date Of Birth;Age;Handedness;Junior Preference;Morale;Squad Number;Determination;Goaltender;Left Defense;Right Defense;Left Wing;Center;Right Wing;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Fighting;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
88;Julian Grosslercher;Austria;12415;EC Die Adler Kitzbühel;Alps League;EC Die Adler Kitzbühel;Alps League;C;---;3/5/1993;27;Right Handed;None;20;0;13;1;1;1;14;20;12;1;4;5;10;9;9;10;6;7;6;5;1;3;7;7;5;6;4;10;10;11;10;6;7;3;10;8;1;1;1;1;1;
89;Gage Adams;United States;1312;Alliance Bulldogs;USU16W;Alliance Bulldogs;USU16W;RD;Irving;2/26/2003;17;Right Handed;None;20;4;11;1;15;20;1;1;1;18;4;4;10;12;3;5;1;8;6;10;1;9;7;9;11;6;1;1;2;1;3;8;7;3;3;1;1;1;1;1;1;
90;Jordie MacPherson;Canada;2745;Portage La Prairie Flyers;MMJHL;Portage La Prairie Flyers;MMJHL;C;Winnipeg;12/15/2004;15;Left Handed;None;20;31;4;1;9;9;12;20;12;4;10;12;4;11;8;7;5;6;9;9;5;6;8;8;7;2;8;2;6;5;3;1;2;7;2;8;1;1;1;1;1;
91;Marius Göhringer;Austria;17950;HC Tiroler Wasserkraft Innsbruck;Erste Bank Eishockey Liga;HC Tiroler Wasserkraft Innsbruck;Erste Bank Eishockey Liga;RW;Villach;10/24/1992;27;Left Handed;Europe;19;0;12;1;1;1;14;9;20;10;6;8;8;5;8;10;12;11;6;7;2;6;10;9;8;4;6;5;3;8;7;6;9;6;7;7;1;1;1;1;1;
92;Dominic Hackl;Austria;2797;EC Spar Oilers Salzburg;Oberliga;EC Spar Oilers Salzburg;Oberliga;LD;Vienna;11/8/1996;23;Left Handed;None;20;0;8;1;20;14;1;1;1;15;1;3;6;3;6;1;4;5;5;10;1;7;2;5;12;11;1;1;1;2;5;7;8;1;3;2;1;1;1;1;1;
96;Nikolaus Hartl;Austria;19582;EHC Black Wings Linz;Erste Bank Eishockey Liga;EHC Black Wings Linz;Erste Bank Eishockey Liga;RW;Zell am See;12/18/1991;28;Right Handed;Europe;18;91;8;1;1;1;12;9;20;6;9;9;9;9;10;9;13;10;11;4;1;4;7;9;6;9;7;6;3;6;8;9;10;4;5;4;1;1;1;1;1;
97;Maximilian Haselbacker;Austria;18265;EC Graz 99ers;Erste Bank Eishockey Liga;EC Graz 99ers;Erste Bank Eishockey Liga;G;Vienna;3/15/1999;21;Left Handed;Major Junior;20;0;5;20;1;1;1;1;1;11;3;9;10;12;8;1;13;8;12;14;1;1;7;8;4;1;1;1;1;1;1;5;11;1;1;1;6;7;5;2;7;
98;Chris Gaudet;United States;7757;Shattuck-St. Mary's;HS-MN;Shattuck-St. Mary's;HS-MN;LD, RD;Faribault;7/25/2003;16;Right Handed;None;1;33;16;1;18;20;1;1;1;11;1;3;6;3;5;3;4;9;6;10;1;5;7;13;4;6;4;4;1;7;5;7;8;5;3;3;1;1;1;1;1;
99;Lawton Gauthier;Canada;8502;Bonnyville Pontiacs;AJHL;Bonnyville Pontiacs;AJHL;C;Lloydminster;3/31/2003;16;Left Handed;None;20;22;10;1;1;1;12;20;14;9;12;9;1;8;6;7;11;9;4;4;6;4;6;9;7;3;7;5;8;5;5;4;3;4;2;8;1;1;1;1;1;
100;Lukas Haudum;Austria;12415;EC Die Adler Kitzbühel;Alps League;EC Die Adler Kitzbühel;Alps League;LW, RW;---;5/21/1997;22;Left Handed;Europe;12;0;15;1;1;1;20;9;16;1;13;7;10;13;10;12;14;10;13;8;4;5;12;11;9;9;11;9;7;14;8;8;10;11;7;13;1;1;1;1;1;
101;Dominique Heinrich;Austria;38400;Örebro HK;SHL;Örebro HK;SHL;LD, RD;Vienna;7/31/1990;29;Left Handed;Europe;11;91;13;1;20;18;1;13;1;6;11;8;8;11;13;11;12;14;13;10;1;6;13;13;7;10;8;11;3;11;12;10;11;10;12;10;1;1;1;1;1;
103;Marco Hirschberger;Austria;19582;EHC Black Wings Linz;Erste Bank Eishockey Liga;EHC Black Wings Linz;Erste Bank Eishockey Liga;C;Weiz;3/26/1996;23;Left Handed;Europe;19;0;12;1;1;1;12;20;9;9;3;3;9;13;6;3;8;10;10;9;1;5;10;11;12;9;5;5;9;5;7;9;10;2;2;5;1;1;1;1;1;
106;Nicholas Hollendonner;Austria;13562;EHC Bregenzerwald;Alps League;EHC Bregenzerwald;Alps League;LW;Stamford;11/8/1993;26;Right Handed;None;20;0;11;1;1;1;20;9;12;5;7;9;8;9;5;7;6;7;8;7;5;7;7;9;14;5;7;7;5;7;8;4;9;6;7;7;1;1;1;1;1;
108;Mario Huber;Austria;17795;Dornbirner EC Bulldogs;Erste Bank Eishockey Liga;Dornbirner EC Bulldogs;Erste Bank Eishockey Liga;C, RW;Innsbruck;8/8/1996;23;Right Handed;Major Junior;15;96;8;1;1;1;12;20;16;14;16;11;6;14;9;16;10;11;8;6;1;5;9;9;16;5;10;6;8;11;7;7;6;8;6;9;1;1;1;1;1;
109;Thomas Hundertpfund;Austria;20540;EC Klagenfurter AC;Erste Bank Eishockey Liga;EC Klagenfurter AC;Erste Bank Eishockey Liga;LW, C;Klagenfurt;12/14/1989;30;Left Handed;Europe;20;27;13;1;12;1;20;16;14;8;9;10;8;5;5;11;9;11;9;6;1;7;10;11;10;6;9;8;6;6;8;4;8;7;6;9;1;1;1;1;1;
111;Kasey Fenton;United States;4715;Gilmour Academy;HS-OH;Gilmour Academy;HS-OH;LD;Columbus;5/21/2004;15;Left Handed;None;20;7;6;1;20;12;1;1;1;17;5;12;1;11;14;3;18;6;7;5;1;7;7;5;5;9;4;4;2;3;2;8;8;2;1;4;1;1;1;1;1;
112;Darryl Brodzinski;United States;15047;Victoriaville Tigres;QMJHL;Victoriaville Tigres;QMJHL;G;Newburyport;10/31/2002;17;Left Handed;None;5;32;6;20;1;1;1;1;1;19;5;14;8;13;10;1;11;4;7;7;1;1;2;13;2;1;1;1;1;1;2;3;9;1;8;1;4;4;4;5;7;
113;David Kickert;Austria;20847;EV Vienna Capitals;Erste Bank Eishockey Liga;EV Vienna Capitals;Erste Bank Eishockey Liga;G;Korneuburg;3/16/1994;26;Left Handed;None;20;0;9;20;1;1;1;1;1;8;9;11;5;6;11;1;12;7;12;13;2;1;7;10;9;1;1;1;1;1;3;4;11;1;6;1;9;7;6;5;12;
114;Philipp Kink;Austria;2797;EC Spar Oilers Salzburg;Oberliga;EC Spar Oilers Salzburg;Oberliga;LD, RD;Vienna;3/2/1985;35;Left Handed;None;20;49;17;1;20;16;1;1;1;10;5;5;6;7;7;5;6;2;2;4;1;7;4;2;6;8;6;6;3;6;6;7;9;6;4;6;1;1;1;1;1;
115;Torry Kullman;United States;7250;Wichita Falls Wildcats;NAHL;Wichita Falls Wildcats;NAHL;LD, RD;Wichita Falls;8/3/2002;17;Left Handed;None;16;2;11;1;20;18;1;1;1;15;5;18;1;11;11;5;13;7;9;11;1;8;8;11;14;9;2;2;1;2;1;6;9;2;2;1;1;1;1;1;1;
119;Rio Côté;Canada;6595;Valleyfield Braves;QJHL;Valleyfield Braves;QJHL;RD;Memramcook;2/14/2003;17;Right Handed;None;20;2;11;1;13;20;1;1;1;16;7;17;18;13;12;5;14;8;8;12;2;11;11;12;7;11;3;6;2;8;9;6;12;6;8;4;1;1;1;1;1;
121;Daine Piché;Canada;4847;Fort Frances Lakers;SIJHL;Fort Frances Lakers;SIJHL;C, RW;Oakville;10/11/2003;16;Right Handed;None;20;22;11;1;1;1;12;20;17;4;10;10;14;12;9;11;5;12;5;5;1;1;9;6;7;1;5;6;6;9;7;4;4;3;5;4;1;1;1;1;1;
122;Raffaele Walter;Switzerland;30075;EHC Biel-Bienne Jr;Swiss Junior B-West;EHC Biel-Bienne;National League A;LW, C;Laufen;12/8/2003;16;Left Handed;None;20;61;16;1;1;1;16;20;9;3;3;15;7;4;13;3;11;7;7;7;6;10;10;6;7;7;5;2;7;1;5;7;8;3;6;3;1;1;1;1;1;
123;Brian Lebler;Austria;20847;EV Vienna Capitals;Erste Bank Eishockey Liga;EV Vienna Capitals;Erste Bank Eishockey Liga;LW, RW;Klagenfurt;7/16/1988;31;Left Handed;None;20;7;13;1;1;1;16;9;20;14;11;13;11;10;10;10;12;11;10;8;9;12;11;12;15;11;10;7;5;8;6;9;11;9;7;11;1;1;1;1;1;
124;Valentin Leiler;Austria;19215;EC Villacher SV;Erste Bank Eishockey Liga;EC Villacher SV;Erste Bank Eishockey Liga;LW, C;Villach;1/18/1995;25;Left Handed;Europe;14;0;14;1;1;1;20;18;12;1;7;5;5;8;5;7;6;9;12;7;3;3;12;11;10;6;8;7;4;8;7;7;8;8;5;10;1;1;1;1;1;
125;Corson Stastny;United States;5312;Duluth East;HS-MN;Duluth East;HS-MN;RD;Duluth;11/9/2003;16;Right Handed;None;1;8;7;1;12;20;1;1;1;15;3;19;10;11;16;3;16;7;3;10;1;6;7;8;9;7;1;1;1;1;1;3;5;1;1;1;1;1;1;1;1;
126;Dwight Hall;United States;7250;Johnstown Tomahawks;NAHL;Johnstown Tomahawks;NAHL;C, RW;Reading;10/18/2002;17;Right Handed;None;13;51;7;1;1;1;12;16;20;7;3;2;16;4;3;5;2;4;6;3;1;1;10;9;2;1;8;8;1;7;3;1;1;8;6;8;1;1;1;1;1;
127;Gilbert Noivo;Canada;7250;Dieppe Commandos;MHL;Dieppe Commandos;MHL;C, RW;Gatineau;11/23/2003;16;Right Handed;None;20;53;19;1;1;1;15;20;17;9;9;14;8;9;15;8;12;9;10;11;7;9;6;14;8;2;11;3;9;7;3;2;3;6;3;6;1;1;1;1;1;
128;Daniel Mitterdorfer;Austria;13562;EHC Bregenzerwald;Alps League;EHC Bregenzerwald;Alps League;LD, RD;Rum;7/25/1989;30;Left Handed;Europe;20;4;14;1;20;18;1;1;1;8;8;9;5;8;9;5;10;10;10;10;1;9;11;7;8;10;3;4;1;6;9;10;11;5;8;5;1;1;1;1;1;
129;Florian Mühlstein;Austria;22092;EC Red Bull Salzburg;Erste Bank Eishockey Liga;EC Red Bull Salzburg;Erste Bank Eishockey Liga;LD, RD;Villach;11/12/1990;29;Left Handed;Europe;18;77;14;1;16;20;1;1;1;8;7;7;5;10;14;5;14;7;7;13;1;11;7;14;10;15;5;5;5;6;5;12;15;5;4;6;1;1;1;1;1;
130;Andreas Nödl;Austria;22092;EC Red Bull Salzburg;Erste Bank Eishockey Liga;EC Red Bull Salzburg;Erste Bank Eishockey Liga;LW, RW;Vienna;2/28/1987;33;Left Handed;Europe;20;14;15;1;1;1;20;10;17;2;8;5;11;9;12;7;13;7;7;4;6;9;6;7;9;11;10;11;8;10;7;10;11;11;8;5;1;1;1;1;1;
133;Yannic Pilloni;Austria;32365;HC Fribourg-Gottéron;National League A;HC Fribourg-Gottéron;National League A;C, RW;---;7/31/1998;21;Left Handed;Europe;20;0;6;1;1;1;12;20;16;5;7;12;6;6;12;7;14;16;8;8;3;5;11;12;11;8;5;8;12;8;9;8;8;5;9;7;1;1;1;1;1;
137;Philipp Pöschmann;Austria;12435;EHC Alge Elastic Lustenau;Alps League;EHC Alge Elastic Lustenau;Alps League;C;---;1/1/1997;23;Right Handed;Europe;20;0;12;1;1;1;12;20;12;3;4;18;11;8;7;6;9;11;9;7;1;3;13;12;9;6;4;3;7;7;6;5;6;5;5;5;1;1;1;1;1;
139;Michael Raffl;Austria;45266;EC Red Bull Salzburg;Erste Bank Eishockey Liga;EC Red Bull Salzburg;Erste Bank Eishockey Liga;LW, RW;Villach;12/1/1988;31;Left Handed;None;11;12;13;1;1;1;20;14;17;10;13;11;11;11;10;10;10;12;11;9;7;11;11;12;9;10;12;10;8;13;12;13;13;10;10;12;1;1;1;1;1;
140;Gregg Wolfe;United States;15082;Kingston Frontenacs;OHL;Kingston Frontenacs;OHL;LD, RD;Lake Placid;9/21/2002;17;Right Handed;None;20;27;13;1;17;20;1;1;1;5;5;4;9;13;4;5;7;8;3;9;3;8;7;9;10;10;1;3;2;1;4;9;6;3;3;1;1;1;1;1;1;
141;Max Reisinger;Austria;12492;EK Zell am See;Alps League;EK Zell am See;Alps League;LW, C, RW;---;9/22/1995;24;Left Handed;College;20;0;18;1;1;1;18;20;16;4;11;14;11;12;7;12;4;8;6;4;1;1;12;7;10;1;10;8;9;9;2;1;2;11;5;10;1;1;1;1;1;
142;Clark Clark;United States;1312;Indy Checkers U16;USU16E;Indy Checkers U16;USU16E;LW;Indianapolis;7/31/2004;15;Left Handed;None;20;54;7;1;1;1;20;9;12;1;5;6;6;12;6;5;10;11;10;10;1;3;5;10;3;7;1;4;2;2;7;8;9;3;7;2;1;1;1;1;1;
143;Kelen Kelly;United States;4722;Divine Child;HS-MI;Divine Child;HS-MI;RD;Dearborn;2/16/2003;17;Right Handed;None;13;2;6;1;15;20;1;1;1;19;1;1;4;6;5;1;5;11;8;10;1;9;7;10;7;10;3;3;1;2;5;9;8;4;3;1;1;1;1;1;1;
146;Peter Schneider;Austria;19582;EHC Black Wings Linz;Erste Bank Eishockey Liga;EHC Black Wings Linz;Erste Bank Eishockey Liga;C, RW;Vienna;4/4/1991;28;Right Handed;College;20;7;11;1;1;1;9;20;16;9;8;8;10;8;6;6;6;8;7;5;1;5;6;9;8;5;8;4;7;5;4;4;5;6;4;9;1;1;1;1;1;
148;Bernhard Starkbaum;Austria;51087;HC Davos;National League A;HC Davos;National League A;G;Vienna;2/19/1986;34;Left Handed;None;12;29;12;20;1;1;1;1;1;12;11;13;8;13;13;1;14;10;16;11;1;1;15;14;12;1;1;1;1;1;6;6;15;1;4;1;14;14;14;12;11;
150;Vladimir Lushcak;Israel;1187;Kfar Saba Horses U20;Isr U20;Kfar Saba Horses U20;Isr U20;LW, C;Holon;5/12/2004;15;Left Handed;None;19;28;14;1;1;1;16;20;12;4;7;7;8;12;9;8;7;8;9;4;2;1;11;13;3;3;3;10;7;6;5;4;5;3;9;5;1;1;1;1;1;
151;Guido de Boer;Netherlands;1187;GIJS Groningen U17;Ned U17;GIJS Groningen U17;Ned U17;C, RW;Ede;4/16/2004;15;Right Handed;None;20;11;14;1;1;1;15;20;17;1;8;12;8;5;12;10;8;6;9;5;1;1;6;3;7;4;2;3;6;6;6;3;4;5;1;7;1;1;1;1;1;
152;Thomas Vanek;Austria;31656;HC Genève-Servette;National League A;HC Genève-Servette;National League A;LW, RW;Vienna;1/19/1984;36;Right Handed;College;16;26;13;1;1;1;19;10;20;9;15;11;14;13;11;13;11;5;5;8;8;3;7;9;10;9;19;14;7;12;11;10;9;13;14;14;1;1;1;1;1;
153;Todd Harris;United States;2562;Team Illinois;USU16E;Team Illinois;USU16E;LD;Springfield;11/4/2004;15;Left Handed;None;18;3;11;1;20;14;1;1;1;6;4;6;8;3;10;2;11;6;3;8;1;8;7;7;6;7;1;2;1;1;3;6;5;1;3;1;1;1;1;1;1;
154;Dario Winkler;Austria;20540;EC Klagenfurter AC;Erste Bank Eishockey Liga;EC Klagenfurter AC;Erste Bank Eishockey Liga;C;Hall;5/18/1997;22;Right Handed;Major Junior;20;68;7;1;1;1;12;20;12;12;6;9;8;14;11;6;14;9;9;7;3;7;9;9;7;10;6;5;9;5;8;9;9;2;3;4;1;1;1;1;1;
155;Ali Wukovits;Austria;20847;EV Vienna Capitals;Erste Bank Eishockey Liga;EV Vienna Capitals;Erste Bank Eishockey Liga;LW, C;Vienna;5/9/1996;23;Left Handed;None;18;0;14;1;1;1;18;20;12;5;6;9;8;8;12;8;11;9;10;11;4;8;10;9;9;9;7;7;10;9;8;6;8;6;7;6;1;1;1;1;1;
156;Dominic Zwerger;Austria;22092;EC Red Bull Salzburg;Erste Bank Eishockey Liga;EC Red Bull Salzburg;Erste Bank Eishockey Liga;LW;---;7/16/1996;23;Left Handed;Major Junior;14;96;5;1;1;1;20;10;12;1;16;5;10;13;11;14;13;13;15;8;1;4;12;9;12;7;8;14;5;11;9;8;7;8;10;12;1;1;1;1;1;
157;Alexander Abakunchik;Belarus;3679;Kauno Baltu-Ainiai;LHL;Kauno Baltu-Ainiai;LHL;RW;Minsk;5/31/1987;32;Left Handed;Europe;20;0;6;1;1;1;12;9;20;14;6;9;7;6;5;5;6;6;5;6;7;9;6;9;9;5;6;3;1;3;3;4;6;4;3;5;1;1;1;1;1;
158;Artur Abmyotka;Belarus;21445;Dinamo Minsk;Kontinental Hockey League;Dinamo Minsk;Kontinental Hockey League;LW, C, RW;Minsk;6/15/1992;27;Left Handed;None;17;0;12;1;1;1;18;16;20;2;11;11;15;10;9;8;6;9;8;6;1;4;8;12;8;4;7;7;4;8;8;5;7;8;6;9;1;1;1;1;1;
159;Vitali Afonin;Belarus;20028;Zauralie Kurgan;Vysshaya Liga;Zauralie Kurgan;Vysshaya Liga;LW;Grodno;9/2/1994;25;Left Handed;None;11;0;12;1;1;1;20;1;1;3;8;7;16;9;8;8;11;8;7;5;1;4;9;9;6;4;8;7;4;7;6;4;6;9;7;12;1;1;1;1;1;
160;Yegor Ageyenko;Belarus;7166;HK Lida;Belarus League;HK Lida;Belarus League;LW;Minsk;10/3/1992;27;Left Handed;Europe;20;0;11;1;1;1;20;9;12;11;9;7;9;9;8;7;8;8;9;10;5;9;9;9;10;6;7;5;7;2;5;5;7;4;5;5;1;1;1;1;1;
161;Gleb Ageyev;Belarus;4939;HK Tambov;Pervaya Liga;HK Tambov;Pervaya Liga;G;---;4/4/1994;25;Left Handed;None;20;0;17;20;1;1;1;1;1;7;13;5;6;7;3;1;3;3;6;7;1;1;3;4;7;1;1;1;1;1;3;6;10;1;6;1;6;8;6;4;6;
162;Anton Agres;Belarus;1592;HK Brest-2;Belarus First Division;HK Brest-2;Belarus First Division;G;St. Petersburg;2/12/1992;28;Left Handed;None;20;0;12;20;1;1;1;1;1;9;4;5;7;8;5;1;6;4;5;7;1;1;5;6;7;1;1;1;1;1;6;9;10;1;6;1;6;8;5;6;3;
164;Dmitri Ambrozheichik;Belarus;47295;Neftekhimik Nizhnekamsk;Kontinental Hockey League;Neftekhimik Nizhnekamsk;Kontinental Hockey League;C, RW;Grodno;3/26/1995;24;Right Handed;Europe;11;73;9;1;1;1;12;16;20;7;13;9;11;5;6;11;8;11;11;10;3;7;12;12;10;9;10;15;7;14;11;8;9;10;13;15;1;1;1;1;1;
165;Ruslan Andreichikov;Belarus;2270;Viru Sputnik;Estonian League;Viru Sputnik;Estonian League;LD;Minsk;7/28/1992;27;Right Handed;None;20;0;12;1;20;12;1;1;1;9;10;9;4;10;11;4;12;8;8;11;1;9;8;10;9;8;5;4;2;6;3;10;11;6;2;4;1;1;1;1;1;
169;Vyacheslav Andryuschenko;Belarus;47295;Neftekhimik Nizhnekamsk;Kontinental Hockey League;Neftekhimik Nizhnekamsk;Kontinental Hockey League;LW, RW;Minsk;7/4/1989;30;Right Handed;None;18;0;14;1;1;1;20;9;16;6;10;5;11;10;9;10;8;10;9;6;1;4;11;10;3;4;5;10;4;10;8;6;7;6;10;8;1;1;1;1;1;
170;Roman Anikin;Belarus;21840;SKA-Neva St. Petersburg;Vysshaya Liga;SKA-Neva St. Petersburg;Vysshaya Liga;C;Gomel;4/3/1993;26;Left Handed;None;20;0;16;1;1;1;1;20;1;19;5;14;6;9;14;6;10;10;7;5;2;8;11;14;8;4;7;5;7;5;4;3;6;6;6;6;1;1;1;1;1;
171;Artyom Antonenko;Belarus;10166;HK Gomel;Belarus League;HK Gomel;Belarus League;RW;Minsk;5/26/1992;27;Right Handed;None;20;0;12;1;1;1;1;1;20;9;7;13;10;12;7;6;8;5;3;5;2;9;3;2;8;7;8;11;3;6;5;6;6;8;3;8;1;1;1;1;1;
173;Stanislav Artynsky;Belarus;3662;Elektrenu Lokiai-Poseidonas;LHL;Elektrenu Lokiai-Poseidonas;LHL;G;Minsk;12/3/1990;29;Left Handed;None;20;0;14;20;1;1;1;1;1;7;5;4;6;5;4;1;3;3;4;3;1;1;4;9;6;1;1;1;1;1;3;5;12;1;4;1;9;9;7;7;8;
174;Alexei Avtayev;Belarus;43137;Lada Togliatti;Kontinental Hockey League;Lada Togliatti;Kontinental Hockey League;LW;Omsk;2/15/1991;29;Right Handed;None;18;0;16;1;1;1;20;1;1;3;11;1;9;8;9;11;10;9;10;5;1;4;10;11;8;6;9;10;3;9;6;6;8;10;9;14;1;1;1;1;1;
175;Evgeny Babitsky;Belarus;10166;HK Gomel;Belarus League;HK Gomel;Belarus League;C;Gomel;4/1/1994;25;Right Handed;None;20;0;20;1;1;1;14;20;1;13;8;11;9;5;7;8;8;8;7;4;2;6;8;9;8;5;10;8;6;7;6;5;6;6;4;6;1;1;1;1;1;
176;Alexei Badun;Belarus;23653;Dynamo Balashikha;Vysshaya Liga;Dynamo Balashikha;Vysshaya Liga;LD;Grodno;8/30/1989;30;Left Handed;None;20;0;18;1;20;14;1;1;1;7;10;11;8;11;12;10;12;7;8;11;3;11;7;11;10;12;8;8;3;7;10;11;13;11;9;11;1;1;1;1;1;
177;Josh Cable;Canada;6577;Sherbrooke Cougars;QJHL;Sherbrooke Cougars;QJHL;LW, C;Cole Harbour;3/17/2003;16;Left Handed;None;20;11;16;1;1;1;16;20;12;1;7;11;3;6;8;10;11;7;5;8;1;5;6;7;6;4;4;2;7;5;7;4;5;4;3;5;1;1;1;1;1;
178;Alexei Baturevich;Belarus;9566;Yunost Minsk;Belarus League;Yunost Minsk;Belarus League;LW;Minsk;2/9/1993;27;Right Handed;None;20;0;16;1;1;1;20;1;1;15;12;11;8;10;9;10;10;3;3;6;4;11;3;7;11;6;16;8;5;9;8;6;8;8;7;9;1;1;1;1;1;
179;Evgeny Baukin;Belarus;6833;HK Mogilev;Belarus League;HK Mogilev;Belarus League;RW;---;8/15/1986;33;Left Handed;None;20;0;18;1;1;1;12;9;20;3;8;8;9;6;6;10;6;1;2;1;1;3;2;2;2;5;7;8;3;6;4;4;7;8;7;6;1;1;1;1;1;
180;Vitaly Belinsky;Belarus;5437;Hannover Scorpions;Oberliga;Hannover Scorpions;Oberliga;G;Minsk;11/27/1989;30;Right Handed;Europe;16;0;18;20;1;1;1;1;1;8;5;7;7;8;6;1;5;6;6;7;1;1;6;7;4;1;1;1;1;1;8;9;11;1;8;1;8;10;7;7;8;
181;Kirill Berchuk;Belarus;3684;Ober-Haus Vilnius;LHL;Ober-Haus Vilnius;LHL;RW;Brest;5/9/1993;26;Right Handed;None;20;0;12;1;1;1;1;1;20;4;6;5;7;8;7;9;6;6;7;6;1;3;12;5;7;6;6;6;4;7;8;6;8;4;7;8;1;1;1;1;1;
182;Yaroslav Bilischuk;Belarus;6833;HK Mogilev;Belarus League;HK Mogilev;Belarus League;LW;Brest;4/12/1992;27;Right Handed;None;20;0;10;1;1;1;20;14;1;1;9;6;6;4;4;10;4;4;5;4;2;3;8;9;6;3;8;5;2;6;7;6;5;5;5;8;1;1;1;1;1;
183;Roman Blokh;Belarus;20028;Zauralie Kurgan;Vysshaya Liga;Zauralie Kurgan;Vysshaya Liga;C;Novopolotsk;11/22/1986;33;Left Handed;None;20;0;6;1;1;1;12;20;9;1;10;7;7;8;7;10;6;3;5;4;2;5;5;3;7;7;7;8;8;7;7;7;9;7;6;9;1;1;1;1;1;
184;Roman Boboriko;Belarus;8631;Metallurg Zhlobin;Belarus League;Metallurg Zhlobin;Belarus League;G;Gomel;10/14/1993;26;Left Handed;None;20;0;11;20;1;1;1;1;1;8;6;4;8;6;6;1;6;4;5;7;1;1;4;5;5;1;1;1;1;1;5;6;9;1;6;1;8;6;7;6;7;
185;Sergei Bogoleisha;Belarus;21840;Zvezda Chekhov;Vysshaya Liga;Zvezda Chekhov;Vysshaya Liga;LD, RD;Grodno;2/20/1990;30;Left Handed;None;19;0;4;1;16;20;1;1;1;16;6;9;7;10;9;6;11;7;5;9;1;7;9;10;7;5;5;5;3;5;6;7;10;6;3;6;1;1;1;1;1;
186;Andrei Borisov;Belarus;23653;Buran Voronezh;Vysshaya Liga;Buran Voronezh;Vysshaya Liga;LD;Vitebsk;8/12/1997;22;Left Handed;None;17;0;16;1;20;14;1;1;1;4;9;9;8;13;17;9;11;12;11;7;3;4;10;16;13;5;6;9;2;11;11;8;8;9;8;11;1;1;1;1;1;
187;Alexander Borodulya;Belarus;9566;Yunost Minsk;Belarus League;Yunost Minsk;Belarus League;G;Minsk;10/6/1991;28;Left Handed;None;20;0;11;20;1;1;1;1;1;9;7;5;10;8;8;1;8;7;10;9;1;1;7;9;6;1;1;1;1;1;4;4;13;1;3;1;9;10;9;7;11;
188;Pavel Boyarchuk;Belarus;21445;Dinamo Minsk;Kontinental Hockey League;Dinamo Minsk;Kontinental Hockey League;C;Grodno;11/7/1990;29;Right Handed;None;20;0;20;1;1;1;1;20;1;9;4;7;4;9;7;6;6;7;4;6;1;10;7;12;5;8;7;7;8;8;8;6;9;9;7;8;1;1;1;1;1;
189;Valery Boyarskikh;Belarus;1595;Khimik-SKA Novopolotsk-2;Belarus First Division;Khimik-SKA Novopolotsk-2;Belarus First Division;LW, RW;Minsk;3/13/1990;30;Left Handed;None;20;0;10;1;1;1;20;9;16;11;7;5;10;7;6;8;11;9;9;6;1;3;8;5;7;5;4;4;2;6;7;4;8;3;3;6;1;1;1;1;1;
190;Igor Brikun;Belarus;9570;Neman Grodno;Belarus League;Neman Grodno;Belarus League;G;Novopolotsk;9/6/1986;33;Left Handed;None;20;0;13;20;1;1;1;1;1;8;6;7;9;8;6;1;6;3;5;6;3;1;3;5;3;1;1;1;1;1;6;8;11;1;8;1;8;7;7;6;5;
191;Kirill Brikun;Belarus;9570;Neman Grodno;Belarus League;Neman Grodno;Belarus League;RW;Novopolotsk;11/17/1990;29;Left Handed;None;20;0;10;1;1;1;1;13;20;3;11;14;9;11;11;10;12;8;7;6;1;4;8;8;10;4;7;7;3;8;6;5;6;9;5;6;1;1;1;1;1;
192;Mikhail Buchkin;Belarus;8631;Metallurg Zhlobin;Belarus League;Metallurg Zhlobin;Belarus League;RW;Novopolotsk;1/24/1992;28;Left Handed;None;20;0;5;1;1;1;14;12;20;7;8;7;5;8;2;6;3;6;11;3;1;6;11;10;7;2;6;8;1;7;4;2;4;8;2;7;1;1;1;1;1;
193;Artur Buinitsky;Belarus;20028;HK Sarov;Vysshaya Liga;HK Sarov;Vysshaya Liga;C, RW;Grodno;10/4/1995;24;Left Handed;None;12;0;12;1;1;1;14;17;20;3;15;10;7;15;13;16;18;8;11;7;3;5;9;12;6;6;7;12;3;11;11;7;7;7;7;10;1;1;1;1;1;
194;Dmitry Buinitsky;Belarus;95433;Springfield Thunderbirds;AHL;Florida Panthers;NHL;LW, RW;Vitebsk;3/1/1997;23;Left Handed;None;8;0;14;1;1;1;16;9;20;6;15;9;14;12;15;9;10;14;12;10;4;8;13;12;9;11;10;10;7;11;10;10;10;8;10;10;1;1;1;1;1;
195;Ilya Busilko;Belarus;21840;Rubin Tyumen;Vysshaya Liga;Rubin Tyumen;Vysshaya Liga;LD;Minsk;10/10/1989;30;Right Handed;None;16;0;13;1;20;1;1;1;1;10;7;6;7;6;4;8;5;5;9;10;1;3;9;8;5;9;4;6;2;8;6;4;7;8;5;5;1;1;1;1;1;
